"idCliente","Nome","Tipo","Media de Alunos","Classificacao","idCidade"
"5007","CLI3107","Universidade Privada","402","D","518"
"5008","CLI3108","Universidade Privada","313","D","512"
"5009","CLI3109","Escola Fundamental","383","B","530"
"5010","CLI3110","Universidade Privada","427","D","517"
"5011","CLI3111","Escola Secundária","321","D","520"
"5012","CLI3112","Escola Fundamental","417","C","528"
"5013","CLI3113","Escola Fundamental","325","B","519"
"5014","CLI3114","Universidade Pública","374","B","520"
"5015","CLI3115","Escola Fundamental","318","D","504"
"5016","CLI3116","Universidade Privada","494","A","533"
"5017","CLI3117","Universidade Pública","466","C","502"
"5018","CLI3118","Escola Fundamental","347","B","500"
"5019","CLI3119","Universidade Privada","319","A","504"
"5020","CLI3120","Universidade Privada","496","D","512"
"5021","CLI3121","Universidade Pública","453","D","504"
"5022","CLI3122","Escola Fundamental","469","C","528"
"5023","CLI3123","Escola Secundária","353","C","518"
"5024","CLI3124","Universidade Privada","428","A","511"
"5025","CLI3125","Escola Fundamental","405","C","524"
"5026","CLI3126","Universidade Privada","496","B","505"
"5027","CLI3127","Escola Fundamental","403","C","516"
"5028","CLI3128","Universidade Pública","340","B","510"
"5029","CLI3129","Universidade Pública","424","A","515"
"5030","CLI3130","Universidade Pública","375","D","501"
"5031","CLI3131","Universidade Privada","353","A","503"
"5032","CLI3132","Escola Fundamental","340","D","519"
"5033","CLI3133","Universidade Privada","466","B","531"
"5034","CLI3134","Escola Fundamental","309","A","519"
"5035","CLI3135","Escola Secundária","308","D","505"
"5036","CLI3136","Escola Secundária","466","C","531"
"5037","CLI3137","Universidade Pública","317","C","509"
"5038","CLI3138","Escola Secundária","304","D","515"
"5039","CLI3139","Escola Fundamental","488","B","506"
"5040","CLI3140","Escola Fundamental","455","D","504"
"5041","CLI3141","Universidade Pública","467","B","502"
"5042","CLI3142","Escola Fundamental","321","B","521"
"5043","CLI3143","Universidade Privada","341","A","532"
"5044","CLI3144","Universidade Privada","390","D","529"
"5045","CLI3145","Escola Secundária","483","B","529"
"5046","CLI3146","Escola Secundária","499","D","501"
"5047","CLI3147","Escola Secundária","398","D","503"
"5048","CLI3148","Universidade Pública","458","B","508"
"5049","CLI3149","Escola Secundária","423","C","531"
"5050","CLI3150","Universidade Pública","316","C","531"
"5051","CLI3151","Escola Fundamental","454","B","502"
"5052","CLI3152","Universidade Pública","330","B","528"
"5053","CLI3153","Universidade Pública","350","A","526"
"5054","CLI3154","Escola Secundária","447","C","505"
"5055","CLI3155","Universidade Privada","422","D","520"
"5056","CLI3156","Universidade Pública","371","A","530"
"5057","CLI3157","Escola Fundamental","430","C","504"
"5058","CLI3158","Universidade Pública","352","C","529"
"5059","CLI3159","Universidade Pública","315","D","525"
"5060","CLI3160","Escola Secundária","434","B","518"
"5061","CLI3161","Escola Fundamental","331","D","518"
"5062","CLI3162","Escola Fundamental","462","C","525"
"5063","CLI3163","Universidade Pública","416","A","512"
"5064","CLI3164","Escola Secundária","472","A","502"
"5065","CLI3165","Escola Secundária","353","B","521"
"5066","CLI3166","Escola Secundária","376","B","503"
"5067","CLI3167","Universidade Privada","378","B","521"
"5068","CLI3168","Escola Secundária","349","D","517"
"5069","CLI3169","Universidade Privada","496","A","528"
"5070","CLI3170","Escola Secundária","451","B","528"
"5071","CLI3171","Escola Secundária","444","D","507"
"5072","CLI3172","Escola Secundária","307","A","504"
"5073","CLI3173","Universidade Privada","338","D","521"
"5074","CLI3174","Universidade Privada","317","A","505"
"5075","CLI3175","Escola Secundária","389","D","505"
"5076","CLI3176","Universidade Privada","497","C","512"
"5077","CLI3177","Escola Fundamental","428","D","512"
"5078","CLI3178","Universidade Privada","325","B","521"
"5079","CLI3179","Escola Secundária","387","B","500"
"5080","CLI3180","Universidade Privada","494","B","500"
"5081","CLI3181","Escola Fundamental","423","B","519"
"5082","CLI3182","Escola Secundária","358","B","511"
"5083","CLI3183","Universidade Pública","477","D","533"
"5084","CLI3184","Universidade Privada","323","C","524"
"5085","CLI3185","Escola Fundamental","315","A","501"
"5086","CLI3186","Escola Secundária","323","B","524"
"5087","CLI3187","Universidade Privada","498","D","525"
"5088","CLI3188","Escola Secundária","442","D","506"
"5089","CLI3189","Universidade Pública","491","B","505"
"5090","CLI3190","Escola Secundária","328","A","504"
"5091","CLI3191","Escola Fundamental","456","D","533"
"5092","CLI3192","Universidade Privada","343","A","507"
"5093","CLI3193","Universidade Privada","407","B","514"
"5094","CLI3194","Escola Secundária","458","A","525"
"5095","CLI3195","Escola Secundária","492","A","527"
"5096","CLI3196","Universidade Privada","427","B","513"
"5097","CLI3197","Universidade Privada","316","A","510"
"5098","CLI3198","Universidade Privada","322","A","529"
"5099","CLI3199","Universidade Privada","303","B","501"
"5100","CLI3200","Escola Fundamental","371","B","505"
"5101","CLI3201","Universidade Privada","444","B","518"
"5102","CLI3202","Universidade Pública","402","D","506"
"5103","CLI3203","Escola Fundamental","384","D","523"
"5104","CLI3204","Escola Secundária","345","B","511"
"5105","CLI3205","Escola Fundamental","414","A","526"
"5106","CLI3206","Universidade Privada","333","A","524"
"5107","CLI3207","Universidade Pública","340","B","510"
"5108","CLI3208","Escola Secundária","489","D","518"
"5109","CLI3209","Universidade Privada","459","D","515"
"5110","CLI3210","Universidade Privada","325","C","524"
"5111","CLI3211","Universidade Privada","500","B","520"
"5112","CLI3212","Universidade Privada","420","D","524"
"5113","CLI3213","Escola Secundária","497","B","501"
"5114","CLI3214","Escola Secundária","482","B","519"
"5115","CLI3215","Escola Fundamental","302","A","504"
"5116","CLI3216","Universidade Privada","356","D","518"
"5117","CLI3217","Universidade Privada","317","D","511"
"5118","CLI3218","Universidade Privada","356","D","533"
"5119","CLI3219","Universidade Pública","367","B","520"
"5120","CLI3220","Universidade Privada","411","A","509"
"5121","CLI3221","Universidade Privada","383","A","502"
"5122","CLI3222","Universidade Privada","419","A","525"
"5123","CLI3223","Universidade Privada","465","D","532"
"5124","CLI3224","Escola Fundamental","457","B","533"
"5125","CLI3225","Escola Secundária","323","D","532"
"5126","CLI3226","Escola Fundamental","436","B","509"
"5127","CLI3227","Universidade Pública","447","C","528"
"5128","CLI3228","Universidade Pública","402","A","527"
"5129","CLI3229","Universidade Privada","421","C","504"
"5130","CLI3230","Universidade Pública","468","D","525"
"5131","CLI3231","Universidade Privada","336","C","501"
"5132","CLI3232","Universidade Privada","442","C","529"
"5133","CLI3233","Universidade Privada","443","D","500"
"5134","CLI3234","Universidade Pública","409","C","528"
"5135","CLI3235","Universidade Pública","432","D","507"
"5136","CLI3236","Escola Secundária","446","A","510"
"5137","CLI3237","Universidade Pública","304","D","509"
"5138","CLI3238","Universidade Pública","496","C","519"
"5139","CLI3239","Escola Fundamental","496","D","529"
"5140","CLI3240","Escola Fundamental","363","B","519"
"5141","CLI3241","Universidade Privada","434","D","533"
"5142","CLI3242","Universidade Pública","427","C","523"
"5143","CLI3243","Escola Secundária","347","B","524"
"5144","CLI3244","Escola Fundamental","424","B","519"
"5145","CLI3245","Universidade Pública","344","C","509"
"5146","CLI3246","Escola Fundamental","315","B","527"
"5147","CLI3247","Universidade Privada","496","A","526"
"5148","CLI3248","Universidade Privada","337","B","517"
"5149","CLI3249","Universidade Privada","327","C","514"
"5150","CLI3250","Escola Secundária","491","C","527"
"5151","CLI3251","Universidade Pública","357","C","507"
"5152","CLI3252","Escola Secundária","361","A","517"
"5153","CLI3253","Universidade Pública","490","D","509"
"5154","CLI3254","Universidade Pública","420","A","514"
"5155","CLI3255","Universidade Pública","474","A","503"
"5156","CLI3256","Universidade Privada","379","C","526"
"5157","CLI3257","Escola Fundamental","434","C","509"
"5158","CLI3258","Escola Secundária","402","C","521"
"5159","CLI3259","Escola Fundamental","470","C","507"
"5160","CLI3260","Escola Secundária","329","B","533"
"5161","CLI3261","Escola Fundamental","495","C","520"
"5162","CLI3262","Universidade Pública","471","D","516"
"5163","CLI3263","Escola Secundária","397","B","507"
"5164","CLI3264","Universidade Privada","395","B","506"
"5165","CLI3265","Escola Secundária","352","C","515"
"5166","CLI3266","Universidade Privada","471","A","524"
"5167","CLI3267","Escola Secundária","427","D","507"
"5168","CLI3268","Universidade Pública","498","B","521"
"5169","CLI3269","Universidade Pública","468","D","525"
"5170","CLI3270","Universidade Privada","416","B","533"
"5171","CLI3271","Universidade Pública","351","C","519"
"5172","CLI3272","Escola Fundamental","310","C","527"
"5173","CLI3273","Escola Fundamental","449","A","510"
"5174","CLI3274","Universidade Privada","354","B","518"
"5175","CLI3275","Universidade Pública","484","C","520"
"5176","CLI3276","Escola Fundamental","330","A","515"
"5177","CLI3277","Escola Secundária","429","A","504"
"5178","CLI3278","Universidade Privada","353","D","507"
"5179","CLI3279","Universidade Pública","496","D","502"
"5180","CLI3280","Universidade Privada","448","A","529"
"5181","CLI3281","Universidade Pública","337","C","502"
"5182","CLI3282","Escola Fundamental","451","A","528"
"5183","CLI3283","Universidade Privada","380","B","532"
"5184","CLI3284","Universidade Pública","397","D","522"
"5185","CLI3285","Universidade Pública","449","A","502"
"5186","CLI3286","Universidade Pública","360","D","525"
"5187","CLI3287","Escola Fundamental","407","C","526"
"5188","CLI3288","Universidade Pública","457","D","507"
"5189","CLI3289","Universidade Privada","355","C","523"
"5190","CLI3290","Escola Secundária","407","B","513"
"5191","CLI3291","Escola Fundamental","356","B","501"
"5192","CLI3292","Escola Secundária","301","D","531"
"5193","CLI3293","Universidade Privada","499","D","501"
"5194","CLI3294","Escola Secundária","303","D","517"
"5195","CLI3295","Universidade Pública","455","D","505"
"5196","CLI3296","Universidade Pública","315","B","509"
"5197","CLI3297","Universidade Privada","397","B","525"
"5198","CLI3298","Universidade Privada","343","B","532"
"5199","CLI3299","Escola Fundamental","366","A","500"
"5200","CLI3300","Escola Fundamental","382","D","500"
"5201","CLI3301","Escola Fundamental","473","D","505"
"5202","CLI3302","Universidade Pública","489","B","516"
"5203","CLI3303","Universidade Privada","394","D","500"
"5204","CLI3304","Universidade Privada","414","B","524"
"5205","CLI3305","Universidade Pública","361","B","520"
"5206","CLI3306","Universidade Privada","493","A","514"
"5207","CLI3307","Escola Fundamental","406","B","506"
"5208","CLI3308","Escola Secundária","373","B","533"
"5209","CLI3309","Escola Fundamental","304","C","510"
"5210","CLI3310","Escola Secundária","414","A","501"
"5211","CLI3311","Universidade Privada","407","A","514"
"5212","CLI3312","Escola Fundamental","442","D","517"
"5213","CLI3313","Escola Secundária","411","C","521"
"5214","CLI3314","Universidade Privada","313","D","527"
"5215","CLI3315","Universidade Pública","343","A","510"
"5216","CLI3316","Universidade Privada","302","B","528"
"5217","CLI3317","Escola Fundamental","480","A","505"
"5218","CLI3318","Universidade Privada","323","A","521"
"5219","CLI3319","Universidade Privada","442","B","503"
"5220","CLI3320","Universidade Pública","340","D","501"
"5221","CLI3321","Escola Secundária","472","C","528"
"5222","CLI3322","Escola Secundária","383","A","514"
"5223","CLI3323","Escola Fundamental","403","C","518"
"5224","CLI3324","Universidade Privada","305","A","527"
"5225","CLI3325","Escola Secundária","433","B","530"
"5226","CLI3326","Escola Secundária","391","A","511"
"5227","CLI3327","Universidade Pública","373","C","505"
"5228","CLI3328","Escola Secundária","438","A","507"
"5229","CLI3329","Universidade Privada","359","A","509"
"5230","CLI3330","Escola Secundária","466","A","517"
"5231","CLI3331","Universidade Privada","450","B","503"
"5232","CLI3332","Escola Fundamental","301","A","510"
"5233","CLI3333","Universidade Privada","472","A","526"
"5234","CLI3334","Escola Secundária","313","A","514"
"5235","CLI3335","Escola Secundária","300","D","532"
"5236","CLI3336","Universidade Privada","476","D","520"
"5237","CLI3337","Universidade Privada","482","B","518"
"5238","CLI3338","Universidade Pública","428","A","506"
"5239","CLI3339","Universidade Pública","409","B","503"
"5240","CLI3340","Escola Secundária","311","A","533"
"5241","CLI3341","Escola Fundamental","365","D","522"
"5242","CLI3342","Escola Fundamental","384","D","516"
"5243","CLI3343","Universidade Privada","457","B","521"
"5244","CLI3344","Escola Fundamental","487","B","522"
"5245","CLI3345","Universidade Privada","453","A","501"
"5246","CLI3346","Universidade Pública","311","A","506"
"5247","CLI3347","Universidade Pública","408","A","524"
"5248","CLI3348","Escola Secundária","384","C","516"
"5249","CLI3349","Universidade Pública","421","B","515"
"5250","CLI3350","Universidade Pública","493","B","507"
"5251","CLI3351","Escola Fundamental","368","C","524"
"5252","CLI3352","Universidade Pública","304","A","506"
"5253","CLI3353","Universidade Pública","377","C","506"
"5254","CLI3354","Escola Fundamental","390","D","529"
"5255","CLI3355","Universidade Privada","428","C","524"
"5256","CLI3356","Escola Fundamental","394","C","517"
"5257","CLI3357","Escola Secundária","307","B","529"
"5258","CLI3358","Universidade Pública","317","B","506"
"5259","CLI3359","Universidade Pública","319","C","513"
"5260","CLI3360","Escola Fundamental","467","D","529"
"5261","CLI3361","Escola Secundária","481","C","510"
"5262","CLI3362","Escola Secundária","403","B","531"
"5263","CLI3363","Escola Secundária","352","D","508"
"5264","CLI3364","Universidade Pública","442","A","506"
"5265","CLI3365","Escola Secundária","324","A","510"
"5266","CLI3366","Escola Fundamental","305","A","510"
"5267","CLI3367","Universidade Privada","325","A","512"
"5268","CLI3368","Universidade Privada","459","A","503"
